id,gender,ever_married,graduated,work_experience,spending_score,Doctor,Engineer,Entertainment,Executive,Healthcare,Homemaker,Lawyer,Marketing,age,family_size,anon_cat
462809,1,0,0,1,2.0,0,0,0,0,1,0,0,0,-1.3410996322423794,0.9650403785780574,-0.8083700351726941
462643,0,1,1,1,0.0,0,1,0,0,0,0,0,0,-0.331566032645305,0.1830833860735111,-0.8083700351726941
466315,0,1,1,1,2.0,0,1,0,0,0,0,0,0,1.4982136166243922,-1.3808305989355814,0.6007105403427632
461735,1,1,1,0,1.0,0,0,0,0,0,0,1,0,1.4982136166243922,-0.5988736064310352,0.6007105403427632
462669,0,1,1,1,1.0,0,0,1,0,0,0,0,0,-0.2053743326956707,1.7469973710826037,0.6007105403427632
461319,1,1,0,0,0.0,0,0,0,0,0,0,0,0,0.8041592669014036,-0.5988736064310352,0.6007105403427632
460156,1,0,1,1,2.0,0,0,0,0,1,0,0,0,-0.7101411324942078,0.1830833860735111,0.6007105403427632
464347,0,0,1,1,2.0,0,0,0,0,1,0,0,0,-0.6470452825193908,0.1830833860735111,0.6007105403427632
465015,0,1,1,0,2.0,0,1,0,0,0,0,0,0,1.1196385167754892,0.1830833860735111,1.3052508281004918
465176,0,1,1,1,0.0,0,0,0,0,0,0,0,0,0.7410634169265864,0.9650403785780574,0.6007105403427632
464041,0,0,1,1,2.0,0,1,0,0,0,0,0,0,-1.0887162323431108,0.1830833860735111,0.6007105403427632
464942,1,0,0,4,2.0,0,0,0,0,1,0,0,0,-1.4041954822171965,0.9650403785780574,-0.8083700351726941
461230,0,0,0,0,2.0,0,0,0,1,0,0,0,0,-1.4041954822171965,0.1830833860735111,-1.5129103229304228
459573,1,1,0,1,2.0,0,0,0,0,0,0,1,0,1.6875011665488435,-1.3808305989355814,0.6007105403427632
460849,0,1,0,0,2.0,1,0,0,0,0,0,0,0,0.9303509668510379,-1.3808305989355814,-1.5129103229304228
460563,0,0,0,1,2.0,0,0,0,0,1,0,0,0,-0.14227848272085356,-0.5988736064310352,-2.92199089844588
466865,0,0,0,9,2.0,0,0,0,0,0,1,0,0,-0.7101411324942078,1.7469973710826037,-1.5129103229304228
461644,1,0,0,1,2.0,0,0,0,0,1,0,0,0,-0.773236982469025,1.7469973710826037,0.6007105403427632
466772,1,1,1,1,0.0,0,0,1,0,0,0,0,0,0.9303509668510379,0.9650403785780574,0.6007105403427632
464291,0,1,1,0,1.0,0,0,0,0,0,0,0,0,2.1291721163725637,-1.3808305989355814,0.6007105403427632
466084,1,1,1,9,2.0,0,0,0,0,0,1,0,0,0.3624883170776836,-1.3808305989355814,-1.5129103229304228
459675,0,0,0,3,2.0,0,0,0,0,1,0,0,0,-1.4041954822171965,0.9650403785780574,0.6007105403427632
465602,1,1,1,9,2.0,0,0,0,0,0,0,0,0,-0.6470452825193908,-0.5988736064310352,-1.5129103229304228
459168,0,0,1,5,2.0,0,0,0,0,0,0,0,0,-0.4577577325949393,-0.5988736064310352,0.6007105403427632
461021,0,1,0,1,0.0,0,0,0,1,0,0,0,0,0.9303509668510379,0.1830833860735111,-1.5129103229304228
465083,1,1,0,1,0.0,0,0,0,0,0,0,0,0,0.8041592669014036,0.1830833860735111,0.6007105403427632
467604,1,0,0,9,2.0,0,0,0,0,1,0,0,0,-0.773236982469025,1.7469973710826037,-0.8083700351726941
459717,1,1,1,1,0.0,0,0,0,0,0,0,0,0,0.3624883170776836,0.1830833860735111,0.6007105403427632
465882,1,0,1,0,2.0,0,0,0,0,0,0,0,0,-0.5208535825697564,-1.3808305989355814,0.6007105403427632
461996,0,0,0,5,2.0,0,0,0,0,0,0,0,0,-0.5208535825697564,0.9650403785780574,0.6007105403427632
463331,0,1,1,0,2.0,0,0,0,0,0,0,0,0,0.11010491717841502,0.1830833860735111,0.6007105403427632
462216,0,1,0,1,2.0,1,0,0,0,0,0,0,0,-0.07918263274603642,-0.5988736064310352,-0.8083700351726941
462454,1,0,0,1,2.0,0,0,0,0,1,0,0,0,-1.4041954822171965,0.1830833860735111,-2.2174506106881515
467010,1,0,0,9,2.0,0,0,0,0,0,1,0,0,-1.0887162323431108,0.1830833860735111,0.6007105403427632
459861,0,1,0,1,1.0,0,0,0,0,0,0,1,0,2.1291721163725637,-0.5988736064310352,0.6007105403427632
467917,0,0,1,3,2.0,0,0,0,0,1,0,0,0,-1.0256203823682937,0.9650403785780574,-2.92199089844588
465572,1,0,0,5,2.0,1,0,0,0,0,0,0,0,-0.7101411324942078,-1.3808305989355814,-0.8083700351726941
460593,0,1,0,1,0.0,0,0,0,0,1,0,0,0,-0.9625245323934765,1.7469973710826037,-1.5129103229304228
465891,0,1,1,8,2.0,0,0,0,0,0,0,0,0,-0.9625245323934765,-0.5988736064310352,0.6007105403427632
467442,1,1,1,1,0.0,0,0,0,0,0,0,0,0,0.8041592669014036,-0.5988736064310352,0.6007105403427632
462044,0,0,1,4,2.0,0,0,0,0,0,0,0,0,0.2362966171280493,-1.3808305989355814,0.6007105403427632
465686,0,0,0,0,2.0,0,0,0,0,1,0,0,0,-1.3410996322423794,-0.5988736064310352,0.6007105403427632
464590,0,0,1,9,2.0,0,0,0,0,0,0,0,0,-1.0256203823682937,0.1830833860735111,0.6007105403427632
466006,0,1,1,1,2.0,0,0,0,0,0,0,0,0,0.3624883170776836,-0.5988736064310352,0.6007105403427632
466152,1,1,0,8,2.0,0,1,0,0,0,0,0,0,-0.2053743326956707,-1.3808305989355814,0.6007105403427632
463156,0,1,0,1,1.0,0,0,0,0,0,0,1,0,2.1291721163725637,-0.5988736064310352,0.6007105403427632
465729,1,1,1,0,0.0,0,0,0,0,0,0,0,0,-0.14227848272085356,0.9650403785780574,-0.8083700351726941
462384,0,0,1,1,2.0,0,0,0,0,1,0,0,0,-0.8994286824186593,-1.3808305989355814,1.3052508281004918
462442,1,0,0,0,2.0,0,0,0,0,1,0,0,0,-1.4041954822171965,0.9650403785780574,0.6007105403427632
464191,0,0,1,1,2.0,0,1,0,0,0,0,0,0,0.11010491717841502,-1.3808305989355814,0.6007105403427632
462078,0,1,0,1,0.0,0,0,0,0,0,0,0,0,1.1196385167754892,-0.5988736064310352,-2.2174506106881515
467873,0,1,1,1,0.0,0,0,0,0,0,0,0,0,-0.4577577325949393,-0.5988736064310352,0.6007105403427632
461270,1,1,1,1,2.0,0,0,0,0,0,0,0,0,-0.2053743326956707,-1.3808305989355814,-1.5129103229304228
462960,0,1,1,0,0.0,0,0,1,0,0,0,0,0,0.8672551168762207,-0.5988736064310352,0.6007105403427632
464961,1,1,0,1,2.0,0,0,0,0,0,0,0,1,2.0660762663977463,-1.3808305989355814,-0.8083700351726941
462110,1,1,1,9,0.0,0,0,0,0,0,0,0,0,-0.7101411324942078,-0.5988736064310352,0.6007105403427632
465769,1,0,1,9,2.0,0,0,0,0,1,0,0,0,-1.1518120823179279,0.9650403785780574,0.6007105403427632
462267,1,0,1,8,2.0,1,0,0,0,0,0,0,0,-0.7101411324942078,-0.5988736064310352,0.6007105403427632
465269,0,1,1,1,0.0,0,0,0,0,0,0,0,0,0.11010491717841502,0.1830833860735111,-1.5129103229304228
460881,1,1,1,1,2.0,0,0,0,0,0,0,1,0,1.813692866498478,0.1830833860735111,-0.8083700351726941
461891,1,1,1,0,0.0,0,0,0,0,0,0,0,0,0.29939246710286643,-0.5988736064310352,0.6007105403427632
466935,1,1,1,9,0.0,0,0,0,0,0,0,0,0,0.7410634169265864,-0.5988736064310352,-2.92199089844588
464091,1,1,1,0,1.0,0,0,0,0,0,0,1,0,1.9398845664481121,0.1830833860735111,0.6007105403427632
464535,1,1,1,1,1.0,0,0,0,0,0,0,1,0,0.8041592669014036,-0.5988736064310352,0.6007105403427632
